date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:49	20389/20389	---MC-	200	added ('OK')	text/html	date:Wed,%2019%20Feb%202025%2017:25:45%20GMT	https://cimenlertasimacilik.com/blog-detay/agir-yuk-tasimaciligi	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/blog-detay/agir-yuk-tasimaciligi.html	(from https://cimenlertasimacilik.com/)
20:25:49	85577/85577	---M--	200	added ('OK')	application/javascript	etag:%2214e49-5831c9afabd80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.min.js	(from https://cimenlertasimacilik.com/)
20:25:49	19188/19188	---M--	200	added ('OK')	application/javascript	etag:%224af4-5831c9afabd80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/popper.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/popper.min.js	(from https://cimenlertasimacilik.com/)
20:25:50	48944/48944	---M--	200	added ('OK')	application/javascript	etag:%22bf30-5831c9b194200%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/bootstrap.min.js	(from https://cimenlertasimacilik.com/)
20:25:50	6787/6787	---M--	200	added ('OK')	application/javascript	etag:%221a83-5831c9b194200%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/bootstrap-dropdownhover.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/bootstrap-dropdownhover.min.js	(from https://cimenlertasimacilik.com/)
20:25:50	1044494/1044494	---M--	200	added ('OK')	application/javascript	etag:%22ff00e-5831c9b194200%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/fontawesome-all.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/fontawesome-all.js	(from https://cimenlertasimacilik.com/)
20:25:50	44342/44342	---M--	200	added ('OK')	application/javascript	etag:%22ad36-5831c9b37c680%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/owl.carousel.min.js	(from https://cimenlertasimacilik.com/)
20:25:50	13864/13864	---M--	200	added ('OK')	application/javascript	etag:%223628-5831c9b37c680%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/twitter/jquery.tweet.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/twitter/jquery.tweet.js	(from https://cimenlertasimacilik.com/)
20:25:51	1716/1716	---M--	200	added ('OK')	application/javascript	etag:%226b4-5831c9b37c680%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jflickrfeed.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jflickrfeed.min.js	(from https://cimenlertasimacilik.com/)
20:25:51	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%222344-5831c9b37c680%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.waypoints.min.js	(from https://cimenlertasimacilik.com/)
20:25:51	5555/5555	---M--	200	added ('OK')	application/javascript	etag:%2215b3-5831c9b564b00%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.easing.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.easing.min.js	(from https://cimenlertasimacilik.com/)
20:25:51	1067/1067	---M--	200	added ('OK')	application/javascript	etag:%2242b-5831c9b564b00%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.counterup.min.js	(from https://cimenlertasimacilik.com/)
20:25:52	3990/3990	---M--	200	added ('OK')	application/javascript	etag:%22f96-5831c9b564b00%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.easypiechart.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.easypiechart.min.js	(from https://cimenlertasimacilik.com/)
20:25:52	2702/2702	---M--	200	added ('OK')	application/javascript	etag:%22a8e-5831c9b564b00%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.appear.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.appear.js	(from https://cimenlertasimacilik.com/)
20:25:52	8107/8107	---M--	200	added ('OK')	application/javascript	etag:%221fab-5831c9b74cf80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/wow.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/wow.min.js	(from https://cimenlertasimacilik.com/)
20:25:52	3759/3759	---M--	200	added ('OK')	application/javascript	etag:%22eaf-5835fe1254080%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.gmap.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/jquery.gmap.min.js	(from https://cimenlertasimacilik.com/)
20:25:53	110419/110419	---M--	200	added ('OK')	application/javascript	etag:%221af53-5831c9b74cf80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/jquery.themepunch.tools.min.js	(from https://cimenlertasimacilik.com/)
20:25:53	64989/64989	---M--	200	added ('OK')	application/javascript	etag:%22fddd-5831c9b74cf80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/jquery.themepunch.revolution.min.js	(from https://cimenlertasimacilik.com/)
20:25:53	8324/8324	---M--	200	added ('OK')	application/javascript	etag:%222084-5831c9b935400%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.actions.min.js	(from https://cimenlertasimacilik.com/)
20:25:53	7601/7601	---M--	200	added ('OK')	application/javascript	etag:%221db1-5831c9b935400%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.carousel.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://cimenlertasimacilik.com/)
20:25:53	3750/3750	---M--	200	added ('OK')	application/javascript	etag:%22ea6-5831c9b935400%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://cimenlertasimacilik.com/)
20:25:54	55805/55805	---M--	200	added ('OK')	application/javascript	etag:%22d9fd-5831c9b935400%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://cimenlertasimacilik.com/)
20:25:54	26099/26099	---M--	200	added ('OK')	application/javascript	etag:%2265f3-5831c9bb1d880%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://cimenlertasimacilik.com/)
20:25:54	10927/10927	---M--	200	added ('OK')	application/javascript	etag:%222aaf-5831c9bb1d880%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.parallax.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://cimenlertasimacilik.com/)
20:25:54	29066/29066	---M--	200	added ('OK')	application/javascript	etag:%22718a-5831c9bb1d880%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://cimenlertasimacilik.com/)
20:25:54	26075/26075	---M--	200	added ('OK')	application/javascript	etag:%2265db-5831c9bb1d880%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/js/extensions/revolution.extension.video.min.js	(from https://cimenlertasimacilik.com/)
20:25:55	7306/7306	---M--	200	added ('OK')	application/javascript	etag:%221c8a-5831c9bb1d880%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/site-custom.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/js/site-custom.js	(from https://cimenlertasimacilik.com/)
20:25:55	20346/20346	---M--	200	added ('OK')	application/javascript	etag:%224f7a-588c11a7cb780%22	https://cimenlertasimacilik.com/modules/system/assets/js/framework.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/modules/system/assets/js/framework.js	(from https://cimenlertasimacilik.com/)
20:25:55	7891/7891	---M--	200	added ('OK')	application/javascript	etag:%221ed3-588c11a7cb780%22	https://cimenlertasimacilik.com/modules/system/assets/js/framework.extras.js	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/modules/system/assets/js/framework.extras.js	(from https://cimenlertasimacilik.com/)
20:25:55	5937/5937	---M--	200	added ('OK')	text/css	etag:%221731-588c11a7cb780%22	https://cimenlertasimacilik.com/modules/system/assets/css/framework.extras.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/modules/system/assets/css/framework.extras.css	(from https://cimenlertasimacilik.com/)
20:25:56	21446/21446	---MC-	200	added ('OK')	application/javascript	etag:%22f0820695ba810aacfd4db8ebe890fd53%22	https://cimenlertasimacilik.com/combine/f0820695ba810aacfd4db8ebe890fd53-1557738850	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/combine/f0820695ba810aacfd4db8ebe890fd53-1557738850	(from https://cimenlertasimacilik.com/)
20:25:56	144877/144877	---M--	200	added ('OK')	text/css	etag:%22235ed-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/bootstrap.min.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:56	2315/2315	---M--	200	added ('OK')	text/css	etag:%2290b-5831c9f455f80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/css.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/css.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:56	53678/53678	---M--	200	added ('OK')	text/css	etag:%22d1ae-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/animate.min.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/animate.min.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:57	92208/92208	---M--	200	added ('OK')	text/css	etag:%2216830-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/icofont.min.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/icofont.min.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:57	3351/3351	---M--	200	added ('OK')	text/css	etag:%22d17-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/owl.carousel.min.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:57	85527/85527	---M--	200	added ('OK')	text/css	etag:%2214e17-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/cubeportfolio.min.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/cubeportfolio.min.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:57	1230/1230	---M--	200	added ('OK')	text/css	etag:%224ce-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/bootstrap-dropdownhover.min.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/bootstrap-dropdownhover.min.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:57	39580/39580	---M--	200	added ('OK')	text/css	etag:%229a9c-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/shortcodes.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/shortcodes.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:58	32200/32200	---M--	200	added ('OK')	text/css	etag:%227dc8-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/style.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/style.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:58	7721/7721	---M--	200	added ('OK')	text/css	etag:%221e29-5841e417ab780%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/responsive.css	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/responsive.css	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/css/base.css)
20:25:58	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e538-5831c9c0d6600%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:25:58	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e538-5831c9c0d6600%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke-1.eot	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke-1.eot	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:25:59	58556/58556	---M--	200	added ('OK')	application/font-woff	etag:%22e4bc-5831c9c2bea80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.woff	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.woff	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:25:59	58480/58480	---M--	200	added ('OK')	application/font-sfnt	etag:%22e470-5831c9c2bea80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.ttf	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.ttf	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:25:59	164020/164020	---M--	200	added ('OK')	image/svg+xml	etag:%22280b4-5831c9c2bea80%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.svg	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.svg	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
20:25:59	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5831c9c4a6f00%22	https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/font-awesome/fonts/fontawesome-webfont.eot	C:/My%20Web%20Sites/test/cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/font-awesome/fonts/fontawesome-webfont.eot	(from https://cimenlertasimacilik.com/themes/cimenler-tasimacilik/assets/rev-slider/revolution/fonts/font-awesome/css/font-awesome.css)
